image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
27371,Female,A woman dragging a suitcase on wheels down a cobble stone sidewalk.,A woman walking down a sidewalk with a suitcase.,A woman walking down a street with a suitcase.,"['A woman dragging a suitcase on wheels down a cobble stone sidewalk.', 'A woman with a suitcase on the pavement', 'A woman in a stripped dressing is pulling luggage. ', 'A woman is walking on a sidewalk, pulling a suitcase.', 'a woman walking down the sidewalk with a blue umbrella ']"
97006,Female,A woman in a dress is standing on a gravel road holding a suitcase.,A woman standing in a field with a suitcase.,A woman in a dress standing next to a suitcase.,"['A woman in a dress is standing on a gravel road holding a suitcase.', ' There is a woman holding a suitcase.', 'A woman in a dress holding a suit case on a secluded road.', 'A woman holding a suitcase on a dirt road.', 'A woman standing on a dirt road with a piece of luggage.']"
94760,Female,a man trying to zip a woman into a suitcase ,A woman is lying in a bed with a suitcase.,A woman is being strapped into a bed.,"['a man trying to zip a woman into a suitcase ', 'A man stuffing a dead naked womans body into a bag of luggage.', 'A woman is zipping another woman into a luggage suitcase.', 'there is a woman that is being put in a luggage ', 'Woman being fitted into a green suitcase on bed. ']"
161875,Female,A woman that is standing up in the grass.,A woman standing in a field with a cell phone.,A woman standing in a field with a red umbrella.,"['A woman that is standing up in the grass.', 'A little girl stands, hand to face on the edge of a field.', 'A girl standing in a field in a dress.', 'a woman standing in a grassy field next to a tree', 'A woman standing under trees by a field.']"
419386,Female,A woman holding a small child that is trying to pet a cow.,A woman and a child petting a cow in a pen.,A woman and child petting a cow in a pen.,"['A woman holding a small child that is trying to pet a cow.', 'Two adults and a child interacting with a black and white cow.', 'A lady and a small kid by a big cute cow.', 'there is a young baby that is feeding a cow', 'Children are petting cows that are behind a gate. ']"
331648,Female,Woman holding umbrella walking on paved roadway next to wall.,A woman walking down a street holding a pink umbrella.,A woman with a sun umbrella walking down the street.,"['Woman holding umbrella walking on paved roadway next to wall.', 'A woman who is standing under an umbrella.', 'A woman walking down a street holding an umbrella.', 'A woman walking with an open umbrella and a sweater over her arm. ', 'A woman with an umbrella walking in the sun.']"
353658,Female,A woman holding a pink and white polka dot umbrella.,A woman walking down a street holding an umbrella.,A woman with an umbrella is walking in the rain.,"['A woman holding a pink and white polka dot umbrella.', 'A woman walking on the street pass vegetables with an open polka dot umbrella. ', 'A lady shopping in the rain at a outdoor market. ', 'People walk near an outdoor market carrying umbrellas. ', 'its raining so all the people are carrying umbrellas']"
46743,Female,A woman sitting next to a parking meter.,A woman sitting on a parking meter with a toothbrush in her mouth.,A woman sitting on a parking meter with a toothbrush.,"['A woman sitting next to a parking meter.', 'a person siting on the ground and decorating a parking meter ', 'A woman is sitting on the curb with a decorated parking meter.', 'a lady sitting on a sidewalk by a parking meter.', 'a woman sits in front of a parking meter ']"
401446,Female,A woman wearing a dress and holding an umbrella.,A woman in a dress and boots holding an umbrella.,A woman in a dress holding an umbrella.,"['A woman wearing a dress and holding an umbrella.', 'The woman in the pink skirt is holding an umbrella. ', 'The woman is walking carefully through the leaves.', 'A woman in a dress has a handbag and is holding an umbrella.', 'A young female in a pink skirt is holding an umbrella.']"
389258,Female,"A woman with an umbrella kneels near a child, who also has an umbrella.",A woman and child are holding umbrellas in the rain.,A woman and a child are holding umbrellas.,"['A woman with an umbrella kneels near a child, who also has an umbrella.', 'A woman is standing next to a kid wearing a raincoat holding an umbrella.', ' a happy smiling little girl holding a ladybug umbrella and wearing a ladybug coat', 'A small child and a woman pose while holding umbrellas.', 'A woman standing with a girl with a polka dot umbrella.']"
577277,Female,A woman strikes a funny pose while holding a book.,A woman sitting on a bed holding a book.,A woman holding a book in her hands.,"['A woman strikes a funny pose while holding a book.', 'A woman sitting on the floor holding a book.', 'A woman is sitting on the floor holding a book.', 'A girl displays an expression on her face, while sitting on the ground with an open book in hand.', 'This is a girl with thick plastic glasses reading a book.']"
437609,Female,A woman milks a cow in the grass with another cow and dog nearby.,A woman milks a cow while another cow stands nearby.,A woman standing next to a cow in a field.,"['A woman milks a cow in the grass with another cow and dog nearby.', 'A woman is milking a cow near other animals.', 'Woman sitting down and eventually milking a brown Cow. ', 'A black cow standing in the middle of a forest.', 'Authentic old looking photo of a woman milking some cattle']"
454143,Female,A woman wearing a green jacket and carrying a coffee from Starbucks is walking with luggage.,A woman with a coffee cup and a suitcase.,A woman with a cup of coffee and a suitcase.,"['A woman wearing a green jacket and carrying a coffee from Starbucks is walking with luggage.', 'A woman is smiling while pulling some luggage.', 'Woman walking through walk with suitcase and smiling for camera.', 'A woman that is holding a cup and suitcase.', 'A woman is walking down a sidewalk and is carrying a cup of Starbucks coffee and rolling a suitcase behind her. ']"
482476,Female,A woman holding a remote control while standing by the side of a street.,A woman in a black jacket is looking at her cell phone.,A woman in a black jacket looking at her cell phone.,"['A woman holding a remote control while standing by the side of a street.', 'A women who is looking at her cell phone.', 'a woman in a brown jacket and her cellphone', 'A woman holding a cell phone in her hand.', 'A woman looking at a cell phone with stores in the background.']"
122678,Female,Woman in a white uniform holding a pencil to wall. ,A woman in a uniform looking at something in a microwave.,A woman in a uniform is looking into a mirror.,"['Woman in a white uniform holding a pencil to wall. ', 'An interior suggests a sea-going vessel,  and has people facing away, and some letters suggesting a navy t-shirt, and in the foreground, a young woman wearing a headset and other technical gear, who is writing on a vertical surface with neat lines.', 'A women with headphones on writing on a glass wall.', 'A woman writing on a navy clear wall, in a room.', 'A person with headphones and holding a pencil. ']"
205238,Female,A lady in a black and orange Halloween costume.,A woman dressed in a pumpkin costume walking down a street.,A woman wearing a pumpkin costume walking down a street.,"['A lady in a black and orange Halloween costume.', ""No image on this page to describe. so don't knot what to describe."", 'a lady that is dressed up as a witch', 'A woman in a Halloween costume takes a stroll.', 'Halloween costume on woman with orange hair wearing orange']"
13639,Female,A young woman wearing a suite and hat holding a cell phone.,A woman in a hat and a suit takes a selfie.,A woman in a hat and a black hat holding a cell phone.,"['A young woman wearing a suite and hat holding a cell phone.', 'A woman is taking a picture with her cellphone.', 'a person that is wearing a hate, vest and tie', 'A woman taking a selfie picture in the mirror.', 'A person in a black bowler hat and vest taking a selfie.']"
