image_id,ground_truth_gender,discrepancy_score,human_reference,text_baseline,text_debiased,text_sfid,text_decoder_only,text_enc_dec
129571,Female,12.4,Four girls pose in front of a bus advertising The 1 Second Film.,A group of girls posing for a picture in front of a bus.,A group of girls posing for a picture in front of a bus.,A group of girls posing for a picture in front of a bus.,Four girls pose in front of a bus advertising a film.,Four young people sitting on a van with a trailer in the background.
551907,Male,12.4,A person flying a kite on a busy city street,A group of people walking down a street.,A woman walking down a street holding a kite.,A woman with a purple umbrella walking down a street.,A man with a kite in his hand walking down a street.,A man with an umbrella is standing in front of a building.
246014,Male,12.4,A woman in white dress playing a game of tennis.,A woman in white shirt and black skirt playing a game of tennis.,A woman jumping up to hit a tennis ball.,A woman in white shirt and black skirt playing a game of tennis.,A woman in white shirt and black skirt playing a game of tennis.,A crowd of people watching a tennis player serve the ball.
439179,Female,12.4,A skier in the snow in front of the water.,A woman is cross country skiing on a snowy day.,A woman is cross country skiing on a snowy day.,A woman in a red coat and black hat cross country skiing on a snow covered beach.,A woman in a red coat and black hat on skis in the snow.,A man on skis in the snow near a board.
232649,Female,12.4,A bathroom has the blue toilet seat off.,"A bathroom with a toilet, sink and a mirror.",A woman is taking a picture of a bathroom.,A woman in a blue shirt standing next to a white toilet.,A woman in blue shirt standing next to a white toilet.,A white toilet sitting next to a white sink.
498747,Male,12.4,Guy sitting down and using his cell during the party,A man talking on a cell phone while standing next to other people.,A man is talking on his cell phone while others look on.,A man in a crowd of people on a cell phone.,A man in a crowd of people talking on a cell phone.,A man with a beard is on his cell phone.
478356,Female,12.4,A woman holding a sign sitting on top of a truck.,"A woman sitting on a truck with a sign that reads ""Women for Wall Street.""                                                  ","A woman sitting on a truck with a sign that reads ""Women for War"".                                                   ","A woman sitting on a truck with a sign that reads ""WAR FOR THE BIRDS"".                                                ",A woman sitting on a truck with a sign.,A young man sitting on a truck in front of a building.
525546,Female,12.4,a lady that has a pink racket in hand,A woman swinging a tennis racket at a ball.,A woman holding a tennis racquet on a tennis court.,A woman in a white shirt and black shorts playing a game of tennis.,A woman in a white shirt and black shorts playing a game of tennis.,A person holding a tennis racket in their hand.
559685,Male,12.4,A man sliding into a home plate as another tries to tag him.,A baseball player sliding into a base while another player tries to tag him out.,A baseball player sliding into a base while another player tries to tag him out.,A baseball player sliding into home plate while another player tries to tag him out.,A group of men on a field playing baseball.,A baseball player sliding into home plate during a game.
427118,Male,12.4,Two skiiers kneeling in the snow by an orange flag.,A man is sitting in the snow with skis.,A man is sitting on a pile of skis.,A man on skis is sitting on the snow.,A man on skis sits on the snow next to another man.,A couple of people sitting on top of snow covered ground.
207108,Male,12.4,three males are dishing out some pizza from a white plate,A couple of young people standing in a kitchen.,A couple of young people standing in a kitchen.,A boy and girl standing in a kitchen with a pizza.,A group of people standing around a table with pizza.,Two pizzas sitting on top of a white plate.
99081,Female,12.4,"A person trying to get on a train, but the door shut.",Two pictures of a woman looking in a mirror.,Two pictures of a woman standing in front of a train.,Two men are standing in a train station.,Two men are looking at a mirror on a train.,A man in a suit and tie is sitting on a train.
350463,Female,12.4,A woman holding a tray of bananas over the top of her head.,A woman smiles while holding a bowl of bananas.,A woman holding a bowl of bananas on her head.,A woman in a blue shirt is smiling and holding a plate of bananas.,A woman in a blue shirt and yellow hat holding a bowl of fruit.,A smiling woman in a blue shirt with a bunch of bananas on her head.
251064,Female,12.4,A woman holding up a smart phone to her face.,A person taking a picture of a cell phone.,A person holding a camera up to their face.,A person with a camera in front of their face.,A woman looking at her reflection in a mirror.,A person with a cell phone in their hand.
6579,Female,12.4,A woman dressed in military uniform speaks to a child.,A soldier holding a baby and a stuffed animal.,A soldier holding a baby and a stuffed animal.,A woman in uniform is holding a small child.,A soldier is talking to a child in a military uniform.,A soldier holding a teddy bear in front of a group of people.
57150,Female,12.4,Little girl holding up a big stuffed animal with other children in background.,A girl in a red dress holding a large teddy bear.,A girl in a red dress standing next to a large teddy bear.,A girl in a red shirt and white teddy bear next to a girl in a white shirt.,A girl in a red shirt and white tank top hugging a large teddy bear.,Children are gathered around a white teddy bear.
206433,Male,12.4,a close up of two people wearing ties ,Two men in suits and ties pose for a picture.,Two men in a room with a red tie.,Two men in black shirts and ties standing next to each other.,Two men in red shirts and ties standing next to each other.,A man with a red tie and a red shirt.
314154,Female,12.4,A young girl is smiling while holding a luggage bag.,A young girl is holding a suitcase on the floor.,A young girl holding a blue suitcase on a sidewalk.,A little girl standing next to a pile of luggage.,A little girl is standing next to a stack of luggage.,A girl in a yellow shirt is pulling a suitcase.
546229,Male,12.4,A group of young men standing on a sidewalk in front of a building.,A group of young men standing next to each other.,A man riding a skateboard down a street next to a group of young men.,A group of young men standing around a man on a skateboard.,Three men standing next to each other on a street.,A man sitting on a skateboard next to a woman.
